Year	Month	Day	Hour	Min	Sec	s1	s2	s3	s4
2003	6	27	0	0	0	19.7	21.4	14.3	16.6
2003	6	28	0	0	0	20.6	20.1	14.2	14.1
2003	6	29	0	0	0	21.3	20.2	15.5	12.7
2003	6	30	0	0	0	25.7	22.7	16.2	13.4
2003	7	1	0	0	0	21.4	18.3	11.7	10
2003	7	2	0	0	0	20.3	19.1	10.5	10.8
2003	7	3	0	0	0	17.7	15.2	9.6	13.3
2003	7	4	0	0	0	18.7	17.4	11.6	14.3
2003	7	5	0	0	0	19.4	18.3	11.5	15.4
2003	7	6	0	0	0	18.4	16.6	9.6	15.1
2003	7	7	0	0	0	20.2	19.9	12.8	14.5
2003	7	8	0	0	0	19.7	18.1	13.7	14.4
2003	7	9	0	0	0	18.1	17.3	12.3	13.2
2003	7	10	0	0	0	21	19.9	14.8	11.8
2003	7	11	0	0	0	24.1	23.3	17.6	10.6
2003	7	12	0	0	0	24.9	23.2	18.2	10.3
2003	7	13	0	0	0	24.6	22.6	15.9	10.6
2003	7	14	0	0	0	19.1	17.7	11.9	11.3
2003	7	15	0	0	0	20.8	19.3	13.4	12
2003	7	16	0	0	0	26	25.1	17	12.1
2003	7	17	0	0	0	25.3	24.1	17	7.4
2003	7	18	0	0	0	25.6	22.4	14.9	5.5
2003	7	19	0	0	0	26.3	23.6	17.2	5.3
2003	7	20	0	0	0	27.1	24.3	19	6.1
2003	7	21	0	0	0	24.9	23.3	18.2	6.4
2003	7	22	0	0	0	25.8	23.8	18.5	7.1
2003	7	23	0	0	0	26.6	24.7	19.7	7.6
2003	7	24	0	0	0	24.6	24.4	18.2	8.3
2003	7	25	0	0	0	23.7	24.6	17.1	10.1
2003	7	26	0	0	0	25.1	23.7	16.2	12.9
2003	7	27	0	0	0	22.2	22.6	17.5	16.2
2003	7	28	0	0	0	24.3	22	18.2	18.1
2003	7	29	0	0	0	25.4	25.3	19.8	20.7
2003	7	30	0	0	0	25.1	23.8	20.2	18.1
2003	7	31	0	0	0	25.4	24.8	21	13.3
2003	8	1	0	0	0	25.9	25.4	19.7	11.4
2003	8	2	0	0	0	24.8	23.1	19.1	7.9
2003	8	3	0	0	0	25	21.4	15.7	7.9
2003	8	4	0	0	0	20.6	18.3	14.3	6.1
2003	8	5	0	0	0	20.7	19.3	14.2	7.1
2003	8	6	0	0	0	19.8	21.6	16.5	8.5
2003	8	7	0	0	0	21.8	20.1	16.2	7.9
2003	8	8	0	0	0	23.6	22.4	15.7	8.3
2003	8	9	0	0	0	23	24.7	18.5	9.7
2003	8	10	0	0	0	24.7	24.1	19.7	8.8
2003	8	11	0	0	0	22.8	21	17.7	8.6
2003	8	12	0	0	0	22.4	19.8	15.3	8.2
2003	8	13	0	0	0	21.3	18.9	14.2	6.5
2003	8	14	0	0	0	22.4	21.2	14.2	1.8
2003	8	15	0	0	0	23.6	24.6	19.3	3
2003	8	16	0	0	0	27	25.3	18.1	5.2
2003	8	17	0	0	0	19.5	17.7	14.6	6.2
2003	8	18	0	0	0	19.7	18.6	15.7	7.8
2003	8	19	0	0	0	21.9	20.7	16.9	8.4
2003	8	20	0	0	0	22.4	23.4	15.3	12.6
2003	8	21	0	0	0	19	17.4	14	15
2003	8	22	0	0	0	20.4	19.4	14.3	15.9
2003	8	23	0	0	0	17	18.6	10.9	15.1
2003	8	24	0	0	0	17.2	16.8	9.4	15.4
2003	8	25	0	0	0	19.6	17.4	11.9	12.2
2003	8	26	0	0	0	21.4	19.4	15.4	12.1
2003	8	27	0	0	0	21.7	23.2	14.9	14.7
2003	8	28	0	0	0	16.9	16	9.9	16.8
2003	8	29	0	0	0	19.6	17	11.2	18.1
2003	8	30	0	0	0	18.1	15.3	12.1	12.8
2003	8	31	0	0	0	17.9	15.3	12.8	10.2
2003	9	1	0	0	0	18.7	17.2	14	10.4
2003	9	2	0	0	0	19.6	21.7	14.8	11.8
2003	9	3	0	0	0	19.7	17.4	15.1	11.6
2003	9	4	0	0	0	19.9	17.7	17.4	11.8
2003	9	5	0	0	0	21.3	19.2	16.3	9.7
2003	9	6	0	0	0	21.2	17.7	15.6	8.1
2003	9	7	0	0	0	21.9	20.1	14.8	6.3
2003	9	8	0	0	0	16.9	15.1	10.3	6.3
2003	9	9	0	0	0	12.5	9.4	6.2	3.6
2003	9	10	0	0	0	13.5	8.3	5.4	1.3
2003	9	11	0	0	0	15.6	14.4	8	0.9
2003	9	12	0	0	0	12.7	12.1	6.4	-1.6
2003	9	13	0	0	0	10.9	10.6	4.2	1.5
2003	9	14	0	0	0	11.4	9.9	7	1.8
2003	9	15	0	0	0	15.8	14.4	7	2.1
2003	9	16	0	0	0	13.1	10.8	2.7	5.1
2003	9	17	0	0	0	6.7	5.7	-0.5	4.7
2003	9	18	0	0	0	6.5	8.8	3.4	3.9
2003	9	19	0	0	0	11.7	13.5	6.5	3.3
2003	9	20	0	0	0	14	9.3	5.5	4.8
2003	9	21	0	0	0	11.3	8.9	7.2	4.5
2003	9	22	0	0	0	12.4	9.9	7.8	4.6
2003	9	23	0	0	0	15.1	15.5	9	4.5
2003	9	24	0	0	0	13.3	13.3	6.5	3.6
2003	9	25	0	0	0	15.2	13.7	10	8.1
2003	9	26	0	0	0	17.9	17.6	11.8	6.4
2003	9	27	0	0	0	15.9	13.3	9.6	4.5
2003	9	28	0	0	0	16.7	15.5	9.3	3.9
2003	9	29	0	0	0	16.6	14.8	7.6	11.8
2003	9	30	0	0	0	12.9	10.8	6.3	6.4
2003	10	1	0	0	0	12.1	8.5	9.8	2.3
2003	10	2	0	0	0	12.9	10.3	10.7	2.2
2003	10	3	0	0	0	13.2	12.3	10.5	3.7
2003	10	4	0	0	0	12.5	9.3	9.8	4.2
2003	10	5	0	0	0	13.3	9.9	9.6	1.3
2003	10	6	0	0	0	14.4	11.1	10.7	1.7
2003	10	7	0	0	0	14.1	11.8	8.9	3.6
2003	10	8	0	0	0	12.4	10.1	5.7	8.5
2003	10	9	0	0	0	12.6	11.7	3.8	10.3
2003	10	10	0	0	0	6.1	3.6	-0.3	11.7
2003	10	11	0	0	0	3.7	4.9	0.5	13
2003	10	12	0	0	0	9	7.7	2.1	9.8
2003	10	13	0	0	0	8.3	8.6	3	7.7
2003	10	14	0	0	0	3.6	3.9	1.7	11
2003	10	15	0	0	0	4.7	3.3	-1.1	4.6
2003	10	16	0	0	0	5.9	5.1	0.2	3.1
2003	10	17	0	0	0	9.7	12	6.6	2.2
2003	10	18	0	0	0	10.5	9.1	8.3	6.1
2003	10	19	0	0	0	10.5	7.1	6.2	14.3
2003	10	20	0	0	0	12.3	11.2	6.5	12.4
2003	10	21	0	0	0	17.1	14.8	11	15.4
2003	10	22	0	0	0	12.3	11.6	11.3	20
2003	10	23	0	0	0	10.9	9.7	6.4	17.4
2003	10	24	0	0	0	6.1	2.3	-0.6	10.4
2003	10	25	0	0	0	2.4	0.4	-1.2	9
2003	10	26	0	0	0	5	2.1	1.3	8.1
2003	10	27	0	0	0	7.2	4.2	1.3	5.3
2003	10	28	0	0	0	10.6	8.4	2.7	0.1
2003	10	29	0	0	0	6.8	4.3	-1.9	-1.3
2003	10	30	0	0	0	-2.2	-3.2	-10.1	-1.6
2003	10	31	0	0	0	-6.8	-7.7	-17.3	-3.7
2003	11	1	0	0	0	-8.8	-7.7	-17.1	-1.2
2003	11	2	0	0	0	-4.2	-3.9	-11.9	3.9
2003	11	3	0	0	0	-3.2	-3	-10.8	1.5
2003	11	4	0	0	0	-6.3	-6.7	-15.5	0.4
2003	11	5	0	0	0	-9.9	-8.8	-24.1	0.4
2003	11	6	0	0	0	-12.8	-8.9	-12.6	2.1
2003	11	7	0	0	0	-12.2	-9.8	-16.5	4.5
2003	11	8	0	0	0	-9.9	-4.7	-18.4	7.7
2003	11	9	0	0	0	-6.1	-6.7	-14.8	7.8
2003	11	10	0	0	0	-0.9	-0.1	-2.8	5.6
2003	11	11	0	0	0	2.5	3.7	-2.3	3.1
2003	11	12	0	0	0	-0.2	-1.3	-6.3	-0.1
2003	11	13	0	0	0	-2.3	-3.1	-6.2	-0.8
2003	11	14	0	0	0	-2.4	-1.9	-6.1	2.8
2003	11	15	0	0	0	-2.4	-0.2	-4.8	9.5
2003	11	16	0	0	0	-0.9	1.3	-1.5	8.6
2003	11	17	0	0	0	3.2	3.5	-1.7	11.7
2003	11	18	0	0	0	5.2	5	-1.2	15.3
2003	11	19	0	0	0	12.3	9.3	0.4	14.9
2003	11	20	0	0	0	0	-0.7	-9.1	5.8
2003	11	21	0	0	0	-2.8	-5.9	-15.9	0.2
2003	11	22	0	0	0	-7.5	-11.5	-28.8	2.1
2003	11	23	0	0	0	-7.3	-7.5	-15.5	4
2003	11	24	0	0	0	-4.8	-3.7	-6.4	5.1
2003	11	25	0	0	0	-3.3	-4.7	-7.9	4.6
2003	11	26	0	0	0	-1.8	-2.3	-6.5	4.2
2003	11	27	0	0	0	-3.4	-6.3	-6.8	4.2
2003	11	28	0	0	0	-5.6	-6.3	-5.3	5.6
2003	11	29	0	0	0	0.6	2.6	-1.3	5.2
2003	11	30	0	0	0	3.2	2.3	-9	6.7
2003	12	1	0	0	0	-0.8	-3.8	-16.6	14.2
2003	12	2	0	0	0	1.1	-2.7	-3.7	12.9
2003	12	3	0	0	0	2.2	0.8	-1.6	17.8
2003	12	4	0	0	0	-2.6	-4.4	-14.8	21.4
2003	12	5	0	0	0	1.8	-1.3	-4.7	18.3
2003	12	6	0	0	0	1	0.6	-0.3	14.1
2003	12	7	0	0	0	0.3	-2	-5.4	11.5
2003	12	8	0	0	0	-2	-4.3	-11.4	9.7
2003	12	9	0	0	0	-2.7	-4.1	-7.7	9.5
2003	12	10	0	0	0	-3.4	-7.4	-12.4	17
2003	12	11	0	0	0	-3.6	-10.8	-22.3	16.9
2003	12	12	0	0	0	-3	-6	-6.3	17.7
2003	12	13	0	0	0	-1.4	-7.2	-5.6	19.1
2003	12	14	0	0	0	0.9	-1.2	-3.3	17.3
2003	12	15	0	0	0	-0.7	-2.3	-5.3	12
2003	12	16	0	0	0	-3.5	-3.8	-5.5	9.5
2003	12	17	0	0	0	1.3	-1	-3.3	8.9
2003	12	18	0	0	0	-3.4	-9.1	-8.1	10.3
2003	12	19	0	0	0	-5.6	-10.1	-13.6	11.1
2003	12	20	0	0	0	-5.3	-6.3	-7.4	14.5
2003	12	21	0	0	0	-2.1	-3.2	-2.5	17.4
2003	12	22	0	0	0	-3.2	-2.2	-3.9	21.7
2003	12	23	0	0	0	-4.3	-6.3	-8.3	17.6
2003	12	24	0	0	0	-5	-5.1	-6.6	10.3
2003	12	25	0	0	0	-1.4	-1.8	-1.6	8.1
2003	12	26	0	0	0	-2	-2.8	-5.1	7.6
2003	12	27	0	0	0	-2.7	-2.8	-14.5	6.7
2003	12	28	0	0	0	-7.3	-8.5	-11.6	9.1
2003	12	29	0	0	0	-7.9	-8.5	-14.9	11.2
2003	12	30	0	0	0	-11.9	-15.8	-24.9	9.9
2003	12	31	0	0	0	-9.7	-9.7	-13.3	10.2
2004	1	1	0	0	0	-8.4	-7.1	-11.1	10.2
2004	1	2	0	0	0	-4.8	-9.7	-17.6	9.1
2004	1	3	0	0	0	-6.4	-12.6	-23.8	8.7
2004	1	4	0	0	0	-14.1	-18.8	-27.1	9.9
2004	1	5	0	0	0	-20.5	-26.8	-36.5	12.5
2004	1	6	0	0	0	-26.3	-27	-35.1	16.8
2004	1	7	0	0	0	-16.8	-17.3	-15.4	18.9
2004	1	8	0	0	0	-11.3	-10.1	-8	19
2004	1	9	0	0	0	-6.5	-5.4	-3.8	20.8
2004	1	10	0	0	0	-6.4	-3.4	-2.3	21.9
2004	1	11	0	0	0	-5.8	-2.1	-2.3	17.5
2004	1	12	0	0	0	-6.1	-2.4	-2.6	14.8
2004	1	13	0	0	0	-6.3	-2.7	-3.7	17.5
2004	1	14	0	0	0	-6.4	-2.3	-1.3	15
2004	1	15	0	0	0	-7.1	-1.6	-2.9	13.4
2004	1	16	0	0	0	-5.2	-1.1	-2.1	11.6
2004	1	17	0	0	0	-5.6	-0.8	-4.5	14.7
2004	1	18	0	0	0	-6.8	-2.2	-5.5	16.4
2004	1	19	0	0	0	-4.9	-2.6	-4.3	15.4
2004	1	20	0	0	0	-2.3	-2.6	-8	14.7
2004	1	21	0	0	0	-1.8	-1.3	-6.3	14.5
2004	1	22	0	0	0	-2.7	-0.7	-7.6	15.1
2004	1	23	0	0	0	-1.3	-0.6	-5.2	14.5
2004	1	24	0	0	0	0.7	0.3	-5.4	15.3
2004	1	25	0	0	0	-3	-8.3	-17	14.9
2004	1	26	0	0	0	-4.4	-8.6	-16.7	14.9
2004	1	27	0	0	0	1.3	-1.5	-19.1	14.9
2004	1	28	0	0	0	2.6	-5.9	-15.6	16.1
2004	1	29	0	0	0	3.4	1.4	-1.7	16.1
2004	1	30	0	0	0	2.9	3.4	-0.6	16
2004	1	31	0	0	0	-1.1	-0.5	-6.1	16.6
2004	2	1	0	0	0	-3.7	-5.1	-12.2	18.5
2004	2	2	0	0	0	-5.2	-4.9	-17.5	20.5
2004	2	3	0	0	0	-4.4	-8.2	-11.7	19.9
2004	2	4	0	0	0	-2.1	-5.6	-5.4	21.1
2004	2	5	0	0	0	-0.4	-2.2	-10.2	19.9
2004	2	6	0	0	0	-5.6	-4.4	-7.4	18.7
2004	2	7	0	0	0	-2.6	-2.2	-5.7	18.2
2004	2	8	0	0	0	0.3	-0.4	-5.7	18.7
2004	2	9	0	0	0	-0.6	-1.1	-8	18.8
2004	2	10	0	0	0	0.1	-0.3	-4.5	19.1
2004	2	11	0	0	0	-1.8	-5.2	-9.8	18.2
2004	2	12	0	0	0	-6.2	-10	-8.9	19.1
2004	2	13	0	0	0	-8.6	-9.8	-12.1	19.1
2004	2	14	0	0	0	-7.1	-6.3	-10.9	19.8
2004	2	15	0	0	0	-3.8	-4.4	-3.8	19.2
2004	2	16	0	0	0	-2.8	-1.6	-3.9	15.3
2004	2	17	0	0	0	1.7	0.6	-2.1	15.6
2004	2	18	0	0	0	1.2	1.5	-2.5	14.9
2004	2	19	0	0	0	2.8	1.9	-1.3	15.6
2004	2	20	0	0	0	1.7	1	-3.1	15.6
2004	2	21	0	0	0	0.1	0.3	-3.8	17.3
2004	2	22	0	0	0	-2.8	-4.6	-4.8	18.8
2004	2	23	0	0	0	-2.7	-5.1	-3.3	19.5
2004	2	24	0	0	0	-0.7	-3.2	-3.6	21.1
2004	2	25	0	0	0	2.6	1.8	-1	21.1
2004	2	26	0	0	0	5.1	2.4	-0.6	18.1
2004	2	27	0	0	0	2.3	1.4	-0.6	19.1
2004	2	28	0	0	0	1.4	-1.6	-1.9	20.7
2004	2	29	0	0	0	0.8	0.9	-7.7	19.3
2004	3	1	0	0	0	1.3	-0.1	-9.6	20.3
2004	3	2	0	0	0	1	-1.3	-9.4	17.2
2004	3	3	0	0	0	-1.9	-5.7	-8.6	16.3
2004	3	4	0	0	0	-0.1	-0.5	-5.8	16.8
2004	3	5	0	0	0	0.9	0.1	-7.4	16.5
2004	3	6	0	0	0	-0.1	-0.3	-5.6	17.2
2004	3	7	0	0	0	1.1	-0.4	-3.3	18.4
2004	3	8	0	0	0	6.8	4.7	0.4	20.6
2004	3	9	0	0	0	5.3	1.4	2.4	23.6
2004	3	10	0	0	0	7.2	3.4	-1.4	22.9
2004	3	11	0	0	0	3.7	0.5	-0.9	21.7
2004	3	12	0	0	0	4.6	1.1	-0.4	21.7
2004	3	13	0	0	0	5.7	3.7	-2.2	22.1
2004	3	14	0	0	0	2.3	0.7	-4.5	21.3
2004	3	15	0	0	0	5.1	2.3	-2.4	22.6
2004	3	16	0	0	0	8	4.8	-0.9	21.4
2004	3	17	0	0	0	9.3	6.4	0.2	20.6
2004	3	18	0	0	0	8.8	8.7	1.6	20.5
2004	3	19	0	0	0	6.2	5.4	-2.6	21.8
2004	3	20	0	0	0	1.2	0.8	-4.6	22
2004	3	21	0	0	0	5.3	3.7	-1.4	23.1
2004	3	22	0	0	0	9	6.1	1.1	22.4
2004	3	23	0	0	0	10.7	6.1	0.4	23.2
2004	3	24	0	0	0	7.7	6.1	1.1	22.9
2004	3	25	0	0	0	6.7	5.5	-1	23.2
2004	3	26	0	0	0	8.1	6.9	-0.1	23.2
2004	3	27	0	0	0	3.4	4.2	-2	23.8
2004	3	28	0	0	0	3.4	5.1	-2.2	24.7
2004	3	29	0	0	0	5.9	5	0.5	23.5
2004	3	30	0	0	0	10.9	8.2	3.5	23.4
2004	3	31	0	0	0	10.9	9.7	3.5	17.9
2004	4	1	0	0	0	4.4	4.4	-0.2	19.1
2004	4	2	0	0	0	4.7	5.2	-0.2	22.8
2004	4	3	0	0	0	8.7	7.2	-0.6	24.6
2004	4	4	0	0	0	10.9	10.1	3.6	21
2004	4	5	0	0	0	9.1	7.9	3.7	19.7
2004	4	6	0	0	0	11.6	10.6	2.5	19.3
2004	4	7	0	0	0	10.9	11.6	3.5	21.5
2004	4	8	0	0	0	9.4	7.7	4.1	20.8
2004	4	9	0	0	0	6	6.9	3.2	21.2
2004	4	10	0	0	0	4.7	6.8	3.5	20.8
2004	4	11	0	0	0	7.4	7	4.6	20.4
2004	4	12	0	0	0	10.2	9.1	6.1	20.2
2004	4	13	0	0	0	11.2	11.5	6.6	21.1
2004	4	14	0	0	0	10.9	11.1	4.2	21.4
2004	4	15	0	0	0	5.5	4.8	1.1	22.2
2004	4	16	0	0	0	5.2	4.3	1	22.1
2004	4	17	0	0	0	5.8	4.1	-0.4	20.4
2004	4	18	0	0	0	5.9	4.4	0.6	19.8
2004	4	19	0	0	0	6.6	5.7	0.9	18.9
2004	4	20	0	0	0	5.5	5.2	0.6	22.3
2004	4	21	0	0	0	5.4	4.9	1.4	25.3
2004	4	22	0	0	0	6.9	5.9	3.2	24.9
2004	4	23	0	0	0	9.6	9.2	4.7	22.8
2004	4	24	0	0	0	9.9	8.9	2.2	18.8
2004	4	25	0	0	0	7.6	6.4	2	19.5
2004	4	26	0	0	0	11.9	9.9	5.6	20
2004	4	27	0	0	0	14.3	12.1	8.5	19.5
2004	4	28	0	0	0	7.3	7.3	2.2	19.9
2004	4	29	0	0	0	4.6	5.1	3.5	20.6
2004	4	30	0	0	0	9.5	9.5	6.4	22.3
2004	5	1	0	0	0	12.1	12.1	7.3	21.4
2004	5	2	0	0	0	15.3	13.6	10.6	20.4
2004	5	3	0	0	0	17.2	15.4	8.4	20.1
2004	5	4	0	0	0	14.3	12.3	8.2	19.7
2004	5	5	0	0	0	14.4	13.6	5.1	18.6
2004	5	6	0	0	0	12.8	9.6	3.7	19.3
2004	5	7	0	0	0	15.4	14.2	5.9	19.9
2004	5	8	0	0	0	14.5	10.6	6.1	19.6
2004	5	9	0	0	0	10.6	10.8	3.7	19.7
2004	5	10	0	0	0	7.2	8.9	4.5	19.6
2004	5	11	0	0	0	5.2	7.7	1.9	19.2
2004	5	12	0	0	0	4	4.4	-0.7	19.7
2004	5	13	0	0	0	4.1	3.5	1.1	19.2
2004	5	14	0	0	0	6.4	7	1	19.8
2004	5	15	0	0	0	9.8	8.8	4.1	20.1
2004	5	16	0	0	0	11.4	12.8	6.1	20.3
2004	5	17	0	0	0	10.5	10.3	7.5	19.7
2004	5	18	0	0	0	10.1	13.6	9.4	19.4
2004	5	19	0	0	0	10.1	13.4	9.1	18.1
2004	5	20	0	0	0	11.1	12.4	7.3	18.1
2004	5	21	0	0	0	11.2	10.4	5.1	19.2
2004	5	22	0	0	0	10.1	8.3	3	19.7
2004	5	23	0	0	0	6.7	9	2	20.4
2004	5	24	0	0	0	7.2	8.3	2.1	20.4
2004	5	25	0	0	0	8.1	11.4	5.3	19.5
2004	5	26	0	0	0	12.6	12.1	7.5	19.2
2004	5	27	0	0	0	12.7	12.8	7.8	19.3
2004	5	28	0	0	0	11.1	12.3	6.8	22.1
2004	5	29	0	0	0	8.2	8.7	5.1	22.4
2004	5	30	0	0	0	9.6	10.3	4.2	21
2004	5	31	0	0	0	10.6	10.4	4.8	20.2
2004	6	1	0	0	0	12	11	5.7	18.9
2004	6	2	0	0	0	13.8	12.1	6.7	19.2
2004	6	3	0	0	0	16.1	16.2	11	15.4
2004	6	4	0	0	0	20.2	17.7	14	15.1
2004	6	5	0	0	0	19.6	18.1	13.7	15.8
2004	6	6	0	0	0	13.4	13.7	6.4	15.5
2004	6	7	0	0	0	10.3	10.1	6.6	15.3
2004	6	8	0	0	0	12.8	12.6	7.8	15.9
2004	6	9	0	0	0	13.3	12.3	8.5	17.1
2004	6	10	0	0	0	12.4	13.3	9.6	17.3
2004	6	11	0	0	0	12.1	12.1	7.9	12.4
2004	6	12	0	0	0	11.7	10.3	6.4	11.1
2004	6	13	0	0	0	14.1	11.8	6.2	13.8
2004	6	14	0	0	0	12.5	13.3	5.7	16.4
2004	6	15	0	0	0	11.6	9	5.5	15.6
2004	6	16	0	0	0	11.5	12	7.7	18
2004	6	17	0	0	0	15.4	14.9	8.6	17.1
2004	6	18	0	0	0	14.7	13	7.9	17.8
2004	6	19	0	0	0	12.6	14.3	9.9	16.4
2004	6	20	0	0	0	13.3	11.2	9.4	14.1
2004	6	21	0	0	0	15.8	15	11.5	16.7
2004	6	22	0	0	0	19.8	17.9	15.3	12.6
2004	6	23	0	0	0	19.3	18	16.4	11.9
2004	6	24	0	0	0	23.1	20.8	13.5	12.6
2004	6	25	0	0	0	21.8	21.2	13.1	12.8
2004	6	26	0	0	0	18.9	16.1	10.8	14
2004	6	27	0	0	0	18.9	16.6	10.9	15.4
2004	6	28	0	0	0	19.2	19.5	13.9	14.4
2004	6	29	0	0	0	20.8	20.3	15.8	14.5
2004	6	30	0	0	0	21.1	21.1	16.2	15.1
2004	7	1	0	0	0	21.9	18.7	13.7	14.2
2004	7	2	0	0	0	25.6	22.1	14.4	10.9
2004	7	3	0	0	0	20	17	13.5	11.3
2004	7	4	0	0	0	18.6	14.9	10.5	12.4
2004	7	5	0	0	0	13.9	14.5	9.3	12.1
2004	7	6	0	0	0	18.8	17.3	13.3	12.6
2004	7	7	0	0	0	20.4	16.3	10	12.6
2004	7	8	0	0	0	14.1	12.1	6.3	13.9
2004	7	9	0	0	0	16	13.7	9.3	12.1
2004	7	10	0	0	0	22	18.5	10.4	12.2
2004	7	11	0	0	0	20.5	19.1	10.2	14.1
2004	7	12	0	0	0	17.9	15.1	10.9	14.9
2004	7	13	0	0	0	22.4	19.4	15.3	13.7
2004	7	14	0	0	0	25.4	22.7	17.2	13.3
2004	7	15	0	0	0	27.2	26.8	18.5	14.4
2004	7	16	0	0	0	27.6	25.2	19.6	12.6
2004	7	17	0	0	0	26.3	23.7	18.6	11.6
2004	7	18	0	0	0	26.4	22.8	19.6	11
2004	7	19	0	0	0	22.3	22.6	18.3	11.6
2004	7	20	0	0	0	20.4	19.1	14.7	10.6
2004	7	21	0	0	0	19.7	23.2	12.5	11.2
2004	7	22	0	0	0	20.9	20.6	13.9	6.8
2004	7	23	0	0	0	24.1	21.8	15.4	4.6
2004	7	24	0	0	0	24.7	20.8	15.8	5.2
2004	7	25	0	0	0	24.2	22.1	16.8	7.3
2004	7	26	0	0	0	21.7	24.3	16.8	7.7
2004	7	27	0	0	0	22.3	21.7	15.9	8.1
2004	7	28	0	0	0	22	20	14.3	9.1
2004	7	29	0	0	0	21.5	19.4	16.8	8
2004	7	30	0	0	0	23	21.1	16.6	7.2
2004	7	31	0	0	0	21.8	21.3	16.5	7.5
2004	8	1	0	0	0	23.5	21.3	17	9.1
2004	8	2	0	0	0	23.9	23.3	17.1	6.2
2004	8	3	0	0	0	24.1	21.8	15.1	6.8
2004	8	4	0	0	0	20.2	18.6	12.4	7.3
2004	8	5	0	0	0	22.2	20.4	14.4	7.1
2004	8	6	0	0	0	21.8	18.1	11.9	10.8
2004	8	7	0	0	0	18.2	14.8	9.4	17.3
2004	8	8	0	0	0	15.3	15.4	10.6	15
2004	8	9	0	0	0	21.8	19.7	11.9	11.9
2004	8	10	0	0	0	22.4	21.1	13	8.9
2004	8	11	0	0	0	22.3	19.7	15.2	8.4
2004	8	12	0	0	0	23.3	20.4	16.9	8.6
2004	8	13	0	0	0	23.1	21.3	17.6	8.9
2004	8	14	0	0	0	24.2	22.2	19	8.4
2004	8	15	0	0	0	24.6	26.4	19.7	8.4
2004	8	16	0	0	0	26.4	27.3	18.9	9.1
2004	8	17	0	0	0	23.2	24.4	18.3	7.1
2004	8	18	0	0	0	20.6	21.1	14.5	7.2
2004	8	19	0	0	0	18.8	16.7	12.4	8.4
2004	8	20	0	0	0	18.5	18.8	14.2	8.4
2004	8	21	0	0	0	21.9	21.5	15.5	10.2
2004	8	22	0	0	0	20.4	19.7	12.1	3.6
2004	8	23	0	0	0	13.8	14	9.5	2.3
2004	8	24	0	0	0	11.8	12	8.4	5.4
2004	8	25	0	0	0	14	12.8	8.8	6.3
2004	8	26	0	0	0	12.3	12.3	8.3	6.3
2004	8	27	0	0	0	13.2	13.2	9	6.4
2004	8	28	0	0	0	12.8	14.1	9	8.6
2004	8	29	0	0	0	15.5	15.2	10.1	12.4
2004	8	30	0	0	0	17.3	16	12	12.3
2004	8	31	0	0	0	18.9	17.4	13	12.2
2004	9	1	0	0	0	19.9	17.4	12.7	14.4
2004	9	2	0	0	0	12.8	13	5	11.9
2004	9	3	0	0	0	8.4	10.4	4.4	8.8
2004	9	4	0	0	0	12.3	12.7	7.8	11.6
2004	9	5	0	0	0	14.1	13.1	7.9	11.1
2004	9	6	0	0	0	11.8	10.6	6.7	8.9
2004	9	7	0	0	0	14.3	12.9	5.6	10.4
2004	9	8	0	0	0	14.1	11.9	6.5	7.4
2004	9	9	0	0	0	15.1	13.9	7.4	7
2004	9	10	0	0	0	14.7	11.1	8.1	6.2
2004	9	11	0	0	0	14.5	11.8	8	9.6
2004	9	12	0	0	0	13.7	14.2	7.4	11.4
2004	9	13	0	0	0	11.4	10.8	6.1	10.6
2004	9	14	0	0	0	10	9.9	5.9	13.3
2004	9	15	0	0	0	10.1	8.4	4.5	14.4
2004	9	16	0	0	0	10.9	9.9	5.2	13.3
2004	9	17	0	0	0	10.6	11.3	5.8	8.5
2004	9	18	0	0	0	10.6	10.5	5.9	9.9
2004	9	19	0	0	0	8.1	7.1	2.9	12.6
2004	9	20	0	0	0	7.3	7.3	4.1	8.7
2004	9	21	0	0	0	5.9	5.4	2.4	4.8
2004	9	22	0	0	0	9.9	9.5	5.2	5.7
2004	9	23	0	0	0	11.3	10.3	7.4	5.6
2004	9	24	0	0	0	11.7	10.3	7.3	6.4
2004	9	25	0	0	0	11.3	11.7	9.5	8.2
2004	9	26	0	0	0	13.1	12.9	9.3	4.7
2004	9	27	0	0	0	15.1	16.2	9.3	3.8
2004	9	28	0	0	0	12.3	11.2	9.2	5.3
2004	9	29	0	0	0	12.2	12	9.6	6.8
2004	9	30	0	0	0	12.1	13	7.6	8.9
2004	10	1	0	0	0	11.6	9.2	3.7	8.8
2004	10	2	0	0	0	9.4	6.8	5.6	12.6
2004	10	3	0	0	0	10	8.8	6.5	14.8
2004	10	4	0	0	0	9.8	8.8	6.1	12.6
2004	10	5	0	0	0	9.6	8	6.7	7.2
2004	10	6	0	0	0	9.7	7.4	6.8	4.9
2004	10	7	0	0	0	14.4	12.4	6.4	3.6
2004	10	8	0	0	0	8.7	7.1	5.4	3.4
2004	10	9	0	0	0	10.2	7.7	7.3	4.6
2004	10	10	0	0	0	5	7.7	3.6	4.2
2004	10	11	0	0	0	4.1	4.8	3.5	4.8
2004	10	12	0	0	0	8.7	9.9	6.1	8.5
2004	10	13	0	0	0	6.9	6.7	6	7.4
2004	10	14	0	0	0	9.8	9.1	8.1	6.7
2004	10	15	0	0	0	14.7	12.4	6.5	5.9
